studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.009940187,NA,NA,0,NA,NA,NA,NA,NA,0.012867953,NA,3.8013239,NA,6.15,0.6,NA,0.127999948,1.3,2.199999071,5.55,7.569,NA,NA,NA,16.46,24.029,8.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Dacryodes rugosa,Dacryodes rugosa,Burseraceae,EA,FW,NA,NA,NA,3.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003631681,0.002042821,NA,3.801327111,NA,9.6,5.5,0.068,0.051,1.3,2.2,4.1,0.352,NA,NA,NA,6.572,6.924,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Drypetes sp.,Drypetes sp.,Euphorbiaceae,EA,FW,NA,NA,NA,5.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002922467,0.001963495,NA,3.801327111,NA,9.7,5.5,0.061,0.05,1.3,2.2,4.2,0.561,NA,NA,NA,7.717,8.278,1.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Aporosa elmeri,Aporosa elmeri,Euphorbiaceae,EA,FW,NA,NA,NA,13.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010386891,0.003216991,NA,3.801327111,NA,12.4,6.8,0.115,0.064,1.3,2.2,5.6,1.279,NA,NA,NA,16.959,18.238,2.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mori1991,"Inabu, Aich, Japan",35,137,TempF,NA,NA,NA,NA,Chamaecyparis obtusa,Chamaecyparis obtusa,Cupressaceae,EG,PU,2,NA,NA,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008774853,NA,5.83,NA,10.4,NA,NA,0.1057,1.3,2.2,NA,3.26,NA,NA,NA,19.38,22.64,2.25,NA,NA,7.32,29.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roth2007,"Sanderson, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = High; standdensity = 1334ha-1; FamilyID = L4,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,32.54410997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006221139,0.001017876,NA,3.842953214,NA,2.96,0.22,0.089,0.036,1.3,2.212012658,2.74,2.6945,NA,NA,0.348360088,1.878539912,4.573039912,1.8854,NA,NA,NA,NA,NA,0.08279532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roth2007,"Sanderson, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = High; standdensity = 1334ha-1; FamilyID = L2,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,47.06480146,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007542964,0.001452201,NA,3.846251886,NA,3.8,0.25,0.098,0.043,1.3,2.212961816,3.55,3.0527,NA,NA,0.570441198,1.965058802,5.017758802,2.2758,NA,2.6177,NA,NA,NA,0.064861636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roth2007,"Bunnell, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = High; standdensity = 1334ha-1; FamilyID = L4,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,39.44519982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009160884,0.001385442,NA,3.855362504,NA,2.9,0.05,0.108,0.042,1.3,2.215581188,2.85,2.6396,NA,NA,0.353197218,1.752202782,4.391802782,1.689,NA,NA,NA,NA,NA,0.066918155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Vernonanthura patens,Vernonanthura patens,Asteraceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002290221,0.004185387,NA,3.87201288,NA,5.8,3.9,0.054,0.073,1.3,2.220360312,1.9,0.158039989,NA,NA,NA,4.894272146,5.052312134,0.750507117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 0 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,15.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008171282,NA,3.888211783,NA,9.4,4.77,NA,0.102,1.37,2.225,4.63,3.52045,NA,NA,NA,13.82688,17.34733,2.83668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Vismia macrophylla,Vismia macrophylla,Hypericaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000510705,0.000330064,NA,3.92699075,NA,4,2.35,0.0255,0.0205,1.3,2.236067958,1.65,0.099339517,NA,NA,NA,0.522743598,0.622083115,0.07572542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.007542958,NA,NA,0,NA,NA,NA,NA,NA,0.010207026,NA,3.940810496,NA,5.43,0.19,NA,0.113999952,1.3,2.239999054,5.24,5.66,NA,NA,NA,11.308,16.968,7.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,129,NA,NA,0.022160187,NA,NA,0.014313869,NA,NA,NA,NA,NA,0.041547528,NA,3.940810496,NA,22.92,15.29,NA,0.229999904,1.3,2.239999054,7.63,5.525,NA,NA,NA,225.302,230.827,12.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,10,NA,NA,0.007013796,NA,NA,0,NA,NA,NA,NA,NA,0.008494859,NA,4.011496271,NA,5.07,0.23,NA,0.103999954,1.3,2.259999046,4.84,6.014,NA,NA,NA,9.712,15.726,7.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.009764258,NA,NA,0,NA,NA,NA,NA,NA,0.012076272,NA,4.011496271,NA,5.88,0.95,NA,0.123999948,1.3,2.259999046,4.93,4.74,NA,NA,NA,15.088,19.828,8.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,25,NA,NA,0.005167916,NA,NA,0.000113097,NA,NA,NA,NA,NA,0.0060132,NA,4.011496271,NA,10.7,4.9,NA,0.087499966,1.3,2.259999046,5.8,1.609,NA,NA,NA,15.214,16.823,1.686,NA,NA,1.185,18.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol Na m-2,3,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,4,8.16,NA,0.001313,NA,NA,0.000922,NA,NA,0.000489,NA,NA,0.002724,NA,4,NA,10.6,8.9,NA,0.059,1.3,2.26,1.7,0.56,NA,NA,2.862,5.95,6.51,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029142857,0.001,0.004,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0 K - 0 Na,2.3,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,5,8.44,NA,0.001254,NA,NA,0.002459,NA,NA,0.000497,NA,NA,0.00421,NA,4,NA,12,10.4,NA,0.073,1.3,2.26,1.6,0.68,NA,NA,0.985,8.31,8.99,0.786,NA,1.378,NA,NA,NA,NA,NA,NA,NA,NA,0.023582353,0.0014,0.0042,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol Na m-2,3,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,2,NA,3,26.97,NA,0.003175,NA,NA,0.005756,NA,NA,0.001729,NA,NA,0.01066,NA,4,NA,17.5,NA,NA,0.117,1.3,2.26,NA,2.55,NA,NA,9.422,28.51,31.06,2.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021152941,0.001,0.003,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0 K - 0 Na,2.4,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,3,NA,3,40.27,NA,0.004181,NA,NA,0.00731,NA,NA,0.002546,NA,NA,0.014037,NA,4,NA,16,8.4,NA,0.134,1.3,2.26,7.6,4.21,NA,NA,6.719,31.83,36.04,5.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021043705,0.0016,0.0033,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Vernonanthura patens,Vernonanthura patens,Asteraceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001288249,0.000433736,NA,4.02909251,NA,2.8,1.8,0.0405,0.0235,1.3,2.264950311,1,0.117343649,NA,NA,NA,0.629686749,0.747030398,0.238486764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.004300837,NA,NA,0,NA,NA,NA,NA,NA,0.005026544,NA,4.082810364,NA,5.57,0.72,NA,0.079999966,1.3,2.279999037,4.85,3.389,NA,NA,NA,7.467,10.856,4.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0 K - 0 Na,2.9,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,6,14.69,NA,0.002457,NA,NA,0.004468,NA,NA,0.001326,NA,NA,0.008251,NA,4.1,NA,18,16,NA,0.102,1.3,2.28,2,1.79,NA,NA,5.018,30.58,32.37,1.67,NA,2.881,NA,NA,NA,NA,NA,NA,NA,NA,0.02051676,0.0015,0.0038,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cochlospermum vitifolium,Cochlospermum vitifolium,Cochlospermaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006221139,0.003019071,NA,4.146902232,NA,7.9,6,0.089,0.062,1.3,2.297825039,1.9,0.191421998,NA,NA,NA,3.531389421,3.722811419,0.445178838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,24,NA,NA,0.005161829,NA,NA,0.000314159,NA,NA,NA,NA,NA,0.006647604,NA,4.154752775,NA,10.3,4.7,NA,0.091999958,1.3,2.299999029,5.6,1.27,NA,NA,NA,15.404,16.674,2.676,NA,NA,0.522,17.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Aporosa sphaedophora,Aporosa sphaedophora,Euphorbiaceae,EA,FW,NA,NA,NA,11.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003117245,0.001963495,NA,4.154756284,NA,10,4.2,0.063,0.05,1.3,2.3,5.8,0.705,NA,NA,NA,5.738,6.443,1.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,12,NA,NA,0.005152993,NA,NA,0,NA,NA,NA,NA,NA,0.006082118,NA,4.227323504,NA,6,1.2,NA,0.087999961,1.3,2.31999902,4.8,3.667,NA,NA,NA,7.731,11.398,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,106,NA,NA,0.039024242,NA,NA,0.018869175,NA,NA,NA,NA,NA,0.068349217,NA,4.227323504,NA,22,9.4,NA,0.294999874,1.3,2.31999902,12.6,12.395,NA,NA,NA,292.03,304.425,40.274,NA,NA,41.238,345.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol Na m-2,3,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,4,7.92,NA,0.002318,NA,NA,0.002795,NA,NA,0.001127,NA,NA,0.006239,NA,4.2,NA,17.3,14.5,NA,0.089,1.3,2.32,2.8,0.79,NA,NA,3.138,19.18,19.97,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020050633,0.001,0.004,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,3.8,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,6,9.89,NA,0.002772,NA,NA,0.004875,NA,NA,0.001661,NA,NA,0.009308,NA,4.2,NA,21.6,18.6,NA,0.109,1.3,2.32,3,1.05,NA,NA,0.12,43.2,44.25,0.971,NA,2.878,NA,NA,NA,NA,NA,NA,NA,NA,0.028257143,0.001,0.004,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,80,NA,NA,0.018615688,NA,NA,0.005026544,NA,NA,NA,NA,NA,0.027464565,NA,4.300522551,NA,17.3,9.9,NA,0.18699992,1.3,2.339999012,7.4,10.883,NA,NA,NA,124.338,135.221,12.353,NA,NA,14.519,149.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Takagi2010,Japan-Teshio Experimental Forest of Hokkaido University-,45.05,142.12,TempF,NA,NA,NA,NA,Betula ermanii,Betula ermanii,Betulaceae,DA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003318307,NA,4.337361357,NA,6.76,NA,NA,0.065,1.3,2.35,NA,0.73,NA,NA,NA,8.88,9.61,1.8,NA,3.1,NA,12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roth2007,"Sanderson, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = Low; standdensity = 1334ha-1; FamilyID = L2,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,39.63179439,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006792909,0.001134115,NA,4.373096974,NA,3.64,0.18,0.093,0.038,1.3,2.359660993,3.46,2.4474,NA,NA,0.500576382,1.478523618,3.925923618,1.8532,NA,NA,NA,NA,NA,0.061753449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,10,NA,NA,0.007697681,NA,NA,0,NA,NA,NA,NA,NA,0.008992016,NA,4.374349916,NA,5.42,0.43,NA,0.106999955,1.3,2.359999003,4.99,5.735,NA,NA,NA,10.426,16.161,6.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,14,NA,NA,0.008171276,NA,NA,0,NA,NA,NA,NA,NA,0.010386882,NA,4.374349916,NA,6.98,1.45,NA,0.114999952,1.3,2.359999003,5.53,3.55,NA,NA,NA,15.828,19.378,5.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,3.8,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,6,23.78,NA,0.00508,NA,NA,0.009702,NA,NA,0.002277,NA,NA,0.017059,NA,4.4,NA,24.4,21.2,NA,0.147,1.3,2.36,3.2,2.63,NA,NA,0.227,70.8,73.43,2.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027125475,0.001,0.005,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 6 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,19.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008332289,NA,4.392908642,NA,8.3,4.47,NA,0.103,1.37,2.365,3.83,4.36145,NA,NA,NA,13.37096,17.73241,2.69218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Lacistema aggregatum,Lacistema aggregatum,Flacourtiaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001847453,0.001134115,NA,4.39822964,NA,6,3.5,0.0485,0.038,1.3,2.366431893,2.5,0.23167765,NA,NA,NA,2.818630894,3.050308544,0.630229407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,38,NA,NA,0.01222157,NA,NA,0.001256636,NA,NA,NA,NA,NA,0.015836755,NA,4.448805599,NA,13,6.8,NA,0.141999939,1.3,2.379998995,6.2,3.056,NA,NA,NA,48.115,51.171,5.312,NA,NA,4.955,56.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mori1991,"Inabu, Aich, Japan",35,137,TempF,NA,NA,NA,NA,Chamaecyparis obtusa,Chamaecyparis obtusa,Cupressaceae,EG,PU,3,NA,NA,22.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013913808,NA,5.712,NA,12.05,NA,NA,0.1331,1.3,2.38,NA,5.82,NA,NA,NA,32.84,38.66,3.42,NA,NA,11,49.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,5.4,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,2,NA,3,28.26,NA,0.003089,NA,NA,0.005162,NA,NA,0.00212,NA,NA,0.010371,NA,4.4,NA,16.5,10.3,NA,0.115,1.3,2.38,6.2,2.85,NA,NA,7.86,37.28,40.13,4.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019831579,0.001,0.003,NA,NA,NA
Roth2007,"Sanderson, FL",29.47,-82.55,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = High; standdensity = 2990ha-1; FamilyID = L4,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036983614,0.016971669,NA,4.476769531,NA,9.7,3.1,0.217,0.147,1.3,2.387467277,6.6,4.365610619,NA,NA,4.193221097,22.68302038,27.048631,6.154240588,NA,11.2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2004,"Newton County, Mississippi USA",32.414,-89.114,TempF,NA,NA,Poultry litter = 0 Mg ha-1,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,10,7.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00430084,NA,4.486272849,NA,6.4,3.73,NA,0.074,1.37,2.39,2.67,1.9643,NA,NA,NA,6.8882,8.8525,1.88998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = yes,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,10,NA,NA,0.006647604,NA,NA,0,NA,NA,NA,NA,NA,0.008171276,NA,4.5238896,NA,5.18,1.14,NA,0.101999959,1.3,2.399998986,4.04,4.851,NA,NA,NA,8.502,13.353,5.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,11,NA,NA,0.009764258,NA,NA,0,NA,NA,NA,NA,NA,0.012271836,NA,4.5238896,NA,5.24,1.35,NA,0.124999948,1.3,2.399998986,3.89,5.61,NA,NA,NA,13.012,18.622,6.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamakura1986,"Sebulu, East Kalimantan Province, Indonesia",-1.5,116.967,TropRF,1862,NA,NA,NA,Sterculia rubiginosa,Sterculia rubiginosa,Malvaceae,EA,FW,NA,NA,NA,2.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003525652,0.002206183,NA,4.523893421,NA,7.4,5.4,0.067,0.053,1.3,2.4,2,0.119,NA,NA,NA,3.138,3.257,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,4.5,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,1,NA,4,22.67,NA,0.003983,NA,NA,0.00492,NA,NA,0.002288,NA,NA,0.011191,NA,4.5,NA,18.6,12.6,NA,0.119,1.3,2.4,6,2.67,NA,NA,5.882,32.27,34.94,2.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016981273,0.001,0.003,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,5.4,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,3,NA,3,44.66,NA,0.004885,NA,NA,0.008557,NA,NA,0.00296,NA,NA,0.016402,NA,4.5,NA,18.4,10.9,NA,0.145,1.3,2.4,7.5,4.89,NA,NA,12.222,45.13,50.02,7.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027398773,0.001,0.003,NA,NA,NA
Roberts2003,"Winston County, Mississippi USA",33.235,-89.05,TempF,NA,NA,Family = Y,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,PU,NA,NA,15,21.02012751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021382465,NA,4.523893421,NA,16.4,11.4,NA,0.165,1.37,2.4,5,4.59448029,NA,NA,NA,68.34767516,72.94215545,3.743791073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberts2003,"Winston County, Mississippi USA",33.235,-89.05,TempF,NA,NA,Family = G,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,PU,NA,NA,15,11.19670385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020106193,NA,4.561671073,NA,15.4,13,NA,0.16,1.37,2.41,2.4,2.499453916,NA,NA,NA,54.20593817,56.70539209,2.882974354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albrektson1984,Central Sweden,60,16,BorF,NA,NA,fertilized = no,NA,Pinus sylvestris,Pinus sylvestris,Pinaceae,EG,PM,NA,NA,13,NA,NA,0.009331308,NA,NA,0,NA,NA,NA,NA,NA,0.011689856,NA,4.599601919,NA,6.19,1.12,NA,0.121999946,1.3,2.419998978,5.07,5.093,NA,NA,NA,14.889,19.982,7.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epron2011,Itatinga E102,-23.04472222,-48.63,Wo,1360,20,fertilization = 0.45 mol K m-2,5.4,Eucalyptus grandis (W. Hill ex Maiden),Eucalyptus grandis,Myrtaceae,EA,PM,0,NA,3,2.16,NA,0.000584,NA,NA,0.000909,NA,NA,0.000468,NA,NA,0.001962,NA,4.6,NA,8.5,5.1,NA,0.05,1.3,2.42,3.4,0.25,NA,NA,2.067,2.48,2.73,1.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02592,0.001,0.003,NA,NA,NA
Roth2007,"Sanderson, FL",29.77,-81.42,TempF,NA,NA,soil = Spodosol; Silviculturalinputs = Low; standdensity = 1334ha-1; FamilyID = L4,NA,Pinus taeda,Pinus taeda,Pinaceae,EG,FE,NA,NA,2,40.6122029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006361725,0.001017876,NA,4.656625711,NA,3.34,0.32,0.09,0.036,1.3,2.434953798,3.02,2.3765,NA,NA,0.316950108,1.382049892,3.758549892,1.9574,NA,NA,NA,NA,NA,0.058516895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
